contig_id	score	length
k141_315257_length_4399_cov_11.0000	1	4399
k141_315262_length_1142_cov_13.0000	0.98	1138
k141_315447_length_1094_cov_5.0000	1	697
k141_315498_length_1346_cov_6.0000	0.973	1344
k141_315647_length_1707_cov_25.6220	0.82	1704
k141_315675_length_1772_cov_9.0000	nan	1772
k141_316015_length_1926_cov_9.9361	0.94	1924
k141_316159_length_2392_cov_69.9183	0.547	2392
k141_316272_length_12388_cov_408.0000	0.593	12246
k141_316392_length_1830_cov_18.0000	0.773	1827
k141_316698_length_1071_cov_14.0000	nan	1071
k141_316706_length_1754_cov_20.0000	0.907	1702
k141_316808_length_1438_cov_11.0000	0.927	1388
k141_316877_length_2157_cov_9.0000	0.98	2127
k141_316883_length_3087_cov_51.8028	0.72	3086
k141_317011_length_3733_cov_30.0000	0.873	3217
k141_317027_length_1278_cov_20.0000	1	1277
k141_317470_length_1173_cov_19.8876	0.993	1171
k141_317561_length_2004_cov_42.0000	0.5	1711
k141_317724_length_1714_cov_19.0000	0.98	1714
k141_317757_length_1061_cov_4.9043	0.907	1061
k141_317907_length_1274_cov_20.0000	0.94	1120
k141_317994_length_1952_cov_8.0000	0.953	1849
k141_318198_length_5356_cov_42.0000	0.687	4872
k141_318329_length_4181_cov_8.0000	0.887	4179
k141_318569_length_3162_cov_18.0000	0.987	3063
k141_318757_length_20099_cov_54.4369	1	19533
k141_318918_length_1624_cov_132.8119	0.813	1623
k141_31937_length_8258_cov_46.9487	0.507	8258
k141_31954_length_2163_cov_13.0000	0.987	2159
k141_319619_length_2399_cov_36.0000	0.567	2397
k141_319862_length_1511_cov_21.0000	0.993	1496
k141_319868_length_1167_cov_6.0000	nan	1167
k141_320213_length_5625_cov_6.0000	0.573	5622
k141_320398_length_2159_cov_23.0000	nan	2159
k141_32042_length_18766_cov_12.9902	0.993	18334
k141_320488_length_1767_cov_31.0000	0.993	1687
k141_320627_length_1079_cov_17.0000	0.993	1078
k141_320628_length_1379_cov_6.0000	0.98	1377
k141_320740_length_3028_cov_8.0000	0.66	3027
k141_320827_length_1008_cov_14.0000	nan	1008
k141_320860_length_3142_cov_344.0023	0.833	3140
k141_32100_length_2586_cov_14.8597	0.913	2505
k141_321251_length_11853_cov_30.0000	0.52	7547
k141_321395_length_2012_cov_9.0000	0.607	2010
k141_321462_length_1900_cov_10.0000	1	1899
k141_321467_length_1981_cov_7.0000	0.933	1979
k141_321589_length_3986_cov_11.5451	0.807	3548
k141_321687_length_4408_cov_22.0000	0.947	4406
k141_321778_length_4507_cov_145.2059	0.94	4322
k141_321791_length_1566_cov_36.0000	0.993	1549
k141_32184_length_15753_cov_24.0000	0.547	15433
k141_321897_length_1588_cov_9.0000	0.967	1588
k141_321954_length_1482_cov_103.4959	0.793	1254
k141_32197_length_1820_cov_71.6837	0.507	1818
k141_322025_length_2742_cov_22.0000	0.94	1954
k141_322134_length_2705_cov_19.9321	0.747	2364
k141_322221_length_4660_cov_15.0000	0.947	4657
k141_322253_length_8212_cov_23.0000	0.993	8211
k141_322320_length_4862_cov_30.0000	0.54	4862
k141_322428_length_2173_cov_140.8223	0.56	2172
k141_322656_length_5474_cov_31.5907	0.613	5210
k141_322743_length_1190_cov_18.0000	nan	1190
k141_322795_length_1127_cov_7.0000	nan	1127
k141_322851_length_1266_cov_10.0000	0.5	1144
k141_323197_length_1612_cov_21.0000	nan	1612
k141_323237_length_1231_cov_5.0000	0.767	1227
k141_323280_length_1326_cov_5.0000	0.993	1004
k141_323335_length_9140_cov_22.0000	0.9	9138
k141_323392_length_1243_cov_77.0000	0.913	1241
k141_323573_length_1440_cov_22.0000	0.953	1437
k141_323617_length_1889_cov_43.0000	0.953	1888
k141_323752_length_1713_cov_44.0000	0.727	1616
k141_32385_length_2010_cov_10.0000	1	2007
k141_324928_length_6023_cov_144.7824	0.8	6020
k141_325027_length_4019_cov_14.0000	0.58	3992
k141_325037_length_7516_cov_26.0000	0.987	7514
k141_325105_length_1304_cov_13.0000	1	1070
k141_325318_length_4377_cov_11.0000	0.827	4374
k141_325575_length_1530_cov_32.0000	0.5	1527
k141_325579_length_1723_cov_7.0000	0.967	1721
k141_325752_length_2619_cov_9.0000	1	2616
k141_325849_length_1432_cov_13.0000	0.967	1246
k141_326126_length_1480_cov_13.0000	0.84	1480
k141_326184_length_1867_cov_5.0000	0.993	1864
k141_326227_length_4534_cov_22.0000	0.893	3116
k141_32667_length_3553_cov_10.0000	0.747	3379
k141_326723_length_1670_cov_9.0000	0.96	1509
k141_327161_length_1514_cov_15.0000	0.66	1511
k141_32736_length_2102_cov_32.7547	0.82	2099
k141_327456_length_1403_cov_11.0000	0.94	1192
k141_327657_length_4208_cov_25.0000	0.687	4205
k141_327689_length_2506_cov_24.0000	1	2504
k141_327885_length_2145_cov_15.0000	0.94	2087
k141_328092_length_1317_cov_16.0000	nan	1317
k141_328139_length_2281_cov_73.0000	0.767	2063
k141_328289_length_1017_cov_64.4007	0.993	966
k141_328508_length_2076_cov_47.0000	0.68	2076
k141_328511_length_2026_cov_32.0000	0.64	1636
k141_328626_length_3835_cov_47.6630	0.86	3685
k141_328677_length_1313_cov_26.0000	nan	1313
k141_329215_length_2257_cov_56.0000	0.547	2133
k141_329813_length_1352_cov_17.0000	0.713	1350
k141_32982_length_1454_cov_12.0000	0.593	1186
k141_329962_length_6271_cov_92.4591	1	6166
k141_329985_length_1678_cov_58.3474	0.66	1259
k141_330630_length_2385_cov_9.0000	0.753	2324
k141_33064_length_1574_cov_13.0000	0.96	1307
k141_330674_length_1410_cov_6.0000	0.987	1407
k141_330804_length_1206_cov_11.0000	0.793	1078
k141_331052_length_2002_cov_15.0000	0.987	1999
k141_331073_length_1325_cov_40.0000	0.733	1322
k141_331268_length_1143_cov_8.0000	0.92	1130
k141_331454_length_1105_cov_16.0000	nan	1105
k141_331455_length_1274_cov_10.0000	0.593	1184
k141_331561_length_3541_cov_51.7432	0.653	3540
k141_331814_length_2993_cov_28.0000	0.973	2987
k141_331838_length_1797_cov_22.0000	1	1459
k141_331993_length_4693_cov_39.1355	0.987	4688
k141_332001_length_1313_cov_33.0000	1	1256
k141_332273_length_1572_cov_6.0000	nan	1572
k141_332330_length_3288_cov_105.4741	0.773	3287
k141_33251_length_1090_cov_9.0000	0.873	1087
k141_332607_length_1156_cov_10.0000	0.52	669
k141_332704_length_3165_cov_26.0000	0.827	3099
k141_332756_length_1363_cov_27.0000	0.993	1360
k141_332918_length_1374_cov_32.0000	0.567	1372
k141_333117_length_20883_cov_16.0000	0.993	20739
k141_333253_length_1339_cov_14.0000	nan	1339
k141_333287_length_2325_cov_10.0000	0.9	2274
k141_333303_length_3121_cov_9.0000	0.947	3061
k141_333337_length_1492_cov_27.0000	0.953	1489
k141_333448_length_2719_cov_62.3262	1	2706
k141_333678_length_1107_cov_6.0000	0.86	884
k141_33374_length_3470_cov_131.6759	0.56	3470
k141_333866_length_1524_cov_14.7158	1	1293
k141_334049_length_1382_cov_12.0000	0.88	925
k141_334059_length_2513_cov_19.0000	0.687	2511
k141_334211_length_1660_cov_76.2515	0.64	1657
k141_334216_length_1020_cov_12.0000	nan	1020
k141_334496_length_2512_cov_146.4374	0.593	2373
k141_334714_length_1486_cov_9.0000	1	1484
k141_334723_length_1975_cov_87.8435	0.993	1747
k141_334736_length_1932_cov_19.0000	0.787	1916
k141_334753_length_7349_cov_16.0000	0.5	7347
k141_335085_length_1154_cov_4.0000	0.98	983
k141_335146_length_1154_cov_29.0000	1	1150
k141_33555_length_1105_cov_4.0000	1	1063
k141_335619_length_7008_cov_11.0000	0.98	7006
k141_335658_length_1956_cov_716.8336	0.947	790
k141_33576_length_4111_cov_30.2992	0.98	3947
k141_336217_length_1689_cov_90.1899	0.96	1360
k141_33640_length_4899_cov_189.3592	0.907	2832
k141_336791_length_6776_cov_101.4660	1	4778
k141_336825_length_2117_cov_25.0000	0.947	1945
k141_336963_length_2668_cov_9.0000	0.627	2666
k141_336975_length_1044_cov_32.7209	0.987	1002
k141_337026_length_1085_cov_7.0000	0.933	956
k141_337091_length_2589_cov_38.0000	0.56	1404
k141_337321_length_1202_cov_3.0000	nan	1202
k141_337447_length_1663_cov_44.9974	0.74	1663
k141_337629_length_2080_cov_19.0000	1	2080
k141_337689_length_2962_cov_60.0425	0.807	2611
k141_337908_length_1854_cov_33.3824	0.973	1635
k141_337983_length_2320_cov_11.0193	0.847	2068
k141_338113_length_1360_cov_14.0000	0.813	1357
k141_338378_length_1044_cov_5.0000	nan	1044
k141_338745_length_6082_cov_30.0000	0.967	6082
k141_338820_length_2044_cov_10.0000	0.927	1931
k141_339058_length_1590_cov_12.0000	0.953	1464
k141_339317_length_4468_cov_22.0000	0.82	4316
k141_339347_length_3860_cov_24.0000	0.9	3688
k141_339422_length_3942_cov_8.0000	0.727	3939
k141_339575_length_1606_cov_10.0000	0.933	1514
k141_339744_length_1145_cov_22.2112	0.9	861
k141_340048_length_1081_cov_7.0000	nan	1081
k141_340173_length_3580_cov_53.0000	0.8	3580
k141_340273_length_2509_cov_33.0000	0.827	2509
k141_340387_length_3004_cov_14.0000	0.967	2999
k141_340414_length_2469_cov_33.6624	0.673	2467
k141_340474_length_1791_cov_10.0000	0.847	1784
k141_340609_length_2215_cov_10.0000	1	2212
k141_340950_length_1434_cov_133.6806	1	1430
k141_341131_length_5548_cov_26.3958	0.727	4810
k141_341375_length_1056_cov_10.0000	nan	1056
k141_341384_length_1002_cov_14.0000	nan	1002
k141_34147_length_5521_cov_15.0000	0.78	4710
k141_341848_length_1230_cov_4.0000	0.973	1121
k141_342000_length_1245_cov_34.0000	0.987	1013
k141_342072_length_2399_cov_92.3663	0.993	2241
k141_34216_length_1731_cov_6.0000	0.647	1730
k141_342290_length_1988_cov_40.0038	1	1675
k141_342293_length_3134_cov_7.0000	0.867	3003
k141_342419_length_1124_cov_44.0000	0.953	1124
k141_342626_length_2490_cov_6.0000	0.66	2489
k141_342639_length_4498_cov_27.2162	0.547	4389
k141_342701_length_1157_cov_8.0000	0.927	939
k141_343193_length_545652_cov_477.4362	0.9	107559
k141_343439_length_1239_cov_10.0000	nan	1239
k141_343527_length_1801_cov_20.0000	0.633	1762
k141_343623_length_2055_cov_7.0000	nan	2055
k141_343977_length_2479_cov_17.2703	0.593	2301
k141_343981_length_5131_cov_8.0000	0.84	5128
k141_344206_length_1325_cov_7.0000	0.947	1323
k141_344238_length_4682_cov_136.9588	0.507	4680
k141_34424_length_1708_cov_7.0000	0.98	1707
k141_344369_length_1272_cov_8.0000	0.98	1270
k141_344415_length_1660_cov_32.0000	0.913	1511
k141_344527_length_2669_cov_55.4221	0.947	2666
k141_344625_length_2152_cov_34.0433	0.967	2134
k141_344943_length_7510_cov_21.0000	0.993	7510
k141_345193_length_2725_cov_13.0000	0.973	2723
k141_345635_length_4019_cov_19.0000	0.993	4017
k141_345811_length_4805_cov_16.0000	0.92	4803
k141_345865_length_3060_cov_36.0665	1	3059
k141_345945_length_2523_cov_12.0000	1	2520
k141_346095_length_3424_cov_15.0000	1	3010
k141_346280_length_1844_cov_22.0000	0.96	1773
k141_346520_length_4940_cov_26.0000	0.587	4859
k141_346826_length_2120_cov_52.6271	1	2118
k141_346921_length_1103_cov_36.6102	0.953	1081
k141_347076_length_2552_cov_86.7951	0.887	2458
k141_347667_length_7491_cov_43.7970	0.58	7410
k141_347704_length_2442_cov_63.0969	0.887	2439
k141_347769_length_1573_cov_25.0000	0.6	1571
k141_347802_length_1293_cov_9.0000	0.913	1204
k141_347874_length_1600_cov_151.2200	0.9	1600
k141_347948_length_1033_cov_58.4888	nan	1033
k141_348246_length_2179_cov_112.3793	0.913	2145
k141_348488_length_2732_cov_37.2717	0.64	2477
k141_3486_length_1095_cov_15.0000	0.793	1092
k141_348640_length_4065_cov_97.4529	1	4064
k141_348739_length_11171_cov_27.0000	0.527	10293
k141_348933_length_2456_cov_9.0000	0.927	2299
k141_349167_length_2261_cov_26.0000	0.96	2259
k141_349422_length_1723_cov_49.0000	0.96	1723
k141_349424_length_1259_cov_17.0000	0.993	1257
k141_349532_length_2177_cov_9.0000	0.993	2075
k141_34971_length_1227_cov_15.0000	1	1224
k141_349811_length_3006_cov_7.0000	0.987	2936
k141_349950_length_1577_cov_7.0000	0.92	1307
k141_350151_length_2836_cov_14.0000	0.72	2571
k141_35021_length_3013_cov_7.0000	0.953	3010
k141_350213_length_1349_cov_10.0000	0.873	1328
k141_350669_length_3714_cov_24.0000	0.693	3603
k141_350787_length_1069_cov_8.0000	0.867	1033
k141_350863_length_1456_cov_164.1179	0.987	1026
k141_351076_length_10770_cov_25.5284	0.9	8719
k141_351242_length_2245_cov_8.0000	0.7	2242
k141_351490_length_2063_cov_14.0000	0.993	1475
k141_351916_length_1665_cov_38.6371	0.82	1664
k141_351959_length_2679_cov_76.0000	0.98	2676
k141_352118_length_4871_cov_19.0000	0.887	4424
k141_352203_length_1850_cov_35.0000	0.993	1741
k141_352309_length_1034_cov_13.0000	0.993	1031
k141_352367_length_1684_cov_17.0000	0.92	1418
k141_352477_length_3759_cov_17.0000	0.773	3666
k141_352709_length_1102_cov_25.0000	nan	1102
k141_352846_length_1475_cov_19.9625	0.693	1435
k141_352943_length_8375_cov_74.0225	1	8374
k141_353017_length_1619_cov_36.0000	0.96	1563
k141_353325_length_1188_cov_17.0000	0.973	1150
k141_35350_length_1887_cov_23.0000	0.98	1883
k141_353528_length_3804_cov_18.0000	0.973	3753
k141_353892_length_1463_cov_7.0000	0.987	1461
k141_35398_length_1247_cov_49.0000	nan	1247
k141_354078_length_4475_cov_17.0000	1	4473
k141_354254_length_1031_cov_27.0000	nan	1031
k141_35434_length_9210_cov_92.5965	0.887	9208
k141_35457_length_1878_cov_65.9856	0.86	1593
k141_354621_length_4901_cov_24.0000	0.993	4898
k141_354805_length_1360_cov_57.3281	nan	1360
k141_354810_length_1453_cov_44.5457	0.993	1451
k141_354832_length_1280_cov_181.7401	0.96	1280
k141_354848_length_1357_cov_12.0000	0.987	1357
k141_354951_length_1061_cov_211.0978	nan	1061
k141_355085_length_3322_cov_9.0000	1	3321
k141_35523_length_3836_cov_486.4804	0.98	3256
k141_355238_length_1305_cov_28.0000	0.807	1071
k141_355379_length_47829_cov_120.1681	0.987	47681
k141_355664_length_1784_cov_6.0000	0.96	1782
k141_355790_length_2811_cov_9.0000	0.807	2810
k141_35589_length_3182_cov_276.0566	0.813	3180
k141_355918_length_37075_cov_25.3202	1	36694
k141_356338_length_1244_cov_4.0000	1	1236
k141_356381_length_1221_cov_18.0000	nan	1221
k141_356382_length_23313_cov_48.6010	0.953	17389
k141_356610_length_1195_cov_44.0000	nan	1195
k141_356657_length_1379_cov_5.0000	0.833	1007
k141_3568_length_1038_cov_9.0000	0.973	1036
k141_356813_length_2819_cov_34.0000	0.5	2819
k141_356866_length_1387_cov_54.2079	nan	1387
k141_35693_length_5702_cov_124.2100	0.92	5610
k141_357043_length_4103_cov_27.0000	0.907	3955
k141_357074_length_6671_cov_617.0547	0.927	6389
k141_357120_length_1438_cov_19.0000	nan	1438
k141_357201_length_1613_cov_24.0000	0.933	1545
k141_357228_length_9151_cov_17.0000	0.993	9052
k141_357381_length_5778_cov_121.4290	0.707	5655
k141_35740_length_2531_cov_31.0000	0.893	2529
k141_357739_length_1266_cov_18.0000	1	1263
k141_35785_length_2625_cov_18.2258	0.993	2427
k141_3583_length_2039_cov_13.0000	0.867	1863
k141_358476_length_1712_cov_45.3940	0.947	1279
k141_358880_length_12428_cov_32.6489	0.853	10876
k141_359080_length_1738_cov_59.0000	0.893	1346
k141_359089_length_1221_cov_13.0000	0.993	1219
k141_359270_length_2967_cov_61.4183	0.987	2967
k141_35943_length_1769_cov_26.0000	nan	1769
k141_35964_length_1217_cov_9.0000	0.753	791
k141_359933_length_2290_cov_15.0000	0.613	2290
k141_35998_length_2152_cov_11.0000	0.953	1837
k141_360013_length_43135_cov_44.6301	0.953	43135
k141_360344_length_2065_cov_39.2723	0.527	2063
k141_360626_length_1029_cov_4.0000	0.973	923
k141_360972_length_1226_cov_6.0000	0.9	737
k141_360986_length_13488_cov_15.0000	0.987	13488
k141_361_length_2488_cov_26.7550	0.973	2040
k141_361011_length_1086_cov_9.6952	1	860
k141_361555_length_1452_cov_8.0000	0.973	1449
k141_361784_length_1202_cov_21.0000	0.893	1199
k141_361817_length_1607_cov_18.0000	0.993	1125
k141_361853_length_1326_cov_28.0000	nan	1326
k141_362007_length_3199_cov_66.0000	0.773	2923
k141_362112_length_21530_cov_237.3777	1	21411
k141_362145_length_1855_cov_15.0000	0.993	1837
k141_362271_length_5124_cov_8.0000	0.933	5120
k141_362439_length_8953_cov_21.2694	0.733	8489
k141_362573_length_1327_cov_17.0000	nan	1327
k141_362918_length_2010_cov_18.9807	0.927	2008
k141_362972_length_1856_cov_43.0000	0.58	1855
k141_363507_length_1415_cov_25.0000	0.973	1105
k141_36383_length_2063_cov_10.0000	1	1884
k141_364027_length_3008_cov_274.1046	0.66	2806
k141_364647_length_5428_cov_81.8901	0.967	5426
k141_364861_length_4510_cov_50.0000	0.527	4509
k141_36501_length_1221_cov_12.0000	0.987	1163
k141_365094_length_7734_cov_24.1237	0.92	7303
k141_365120_length_1394_cov_10.0000	0.72	1322
k141_365123_length_1998_cov_28.0000	0.68	1996
k141_365395_length_1886_cov_526.0000	0.833	1807
k141_365399_length_1805_cov_34.0000	0.66	1803
k141_365515_length_1095_cov_21.0000	0.98	947
k141_365549_length_7879_cov_9.0000	0.587	7878
k141_365724_length_1139_cov_72.0000	nan	1139
k141_366064_length_1515_cov_11.0000	0.987	1513
k141_366165_length_1123_cov_8.0000	1	1120
k141_366616_length_1066_cov_15.0000	nan	1066
k141_366707_length_5152_cov_128.9796	0.84	5152
k141_366860_length_1530_cov_15.0000	0.973	1431
k141_3671_length_4610_cov_35.0271	0.913	4609
k141_367240_length_1529_cov_26.0000	0.98	1247
k141_367242_length_43418_cov_132.0031	0.987	43277
k141_367837_length_43172_cov_173.8419	1	43031
k141_368201_length_4909_cov_70.8079	0.773	4905
k141_368225_length_3466_cov_11.0535	0.513	3433
k141_368385_length_50634_cov_245.0049	0.98	50493
k141_368416_length_1503_cov_14.0000	0.627	1456
k141_368424_length_2062_cov_6.6439	0.98	1631
k141_368540_length_10445_cov_255.2800	0.893	10304
k141_368668_length_2208_cov_40.0000	0.973	2204
k141_368744_length_1653_cov_19.0000	0.647	1650
k141_368774_length_8049_cov_21.9709	0.667	7908
k141_369140_length_1017_cov_4.0594	0.967	764
k141_369144_length_3976_cov_17.1405	0.827	3921
k141_36918_length_1310_cov_13.0000	0.873	1154
k141_369268_length_5355_cov_37.9187	0.687	3628
k141_369341_length_2066_cov_24.0000	0.907	1937
k141_36977_length_1112_cov_25.0000	nan	1112
k141_369786_length_3327_cov_6.0000	0.927	3326
k141_369973_length_4116_cov_69.0174	1	3975
k141_36999_length_4162_cov_8.0000	0.747	4160
k141_37036_length_2714_cov_117.4528	0.8	2711
k141_370455_length_6847_cov_16.9717	0.7	6493
k141_370555_length_7481_cov_18.0025	0.773	7340
k141_370807_length_4435_cov_64.0703	0.68	4147
k141_370925_length_1139_cov_11.0000	0.993	1137
k141_370950_length_3229_cov_77.0249	0.78	3088
k141_3710_length_4689_cov_94.2718	0.72	4622
k141_371337_length_1778_cov_52.0318	0.953	1637
k141_371350_length_1489_cov_6.0000	0.993	1489
k141_371496_length_3010_cov_90.7574	0.533	3008
k141_371560_length_16009_cov_31.3702	0.54	16007
k141_371806_length_3234_cov_100.9169	0.787	3192
k141_371959_length_2608_cov_126.0000	0.567	2607
k141_371963_length_1191_cov_29.0000	0.86	1190
k141_37227_length_1513_cov_32.6531	1	1509
k141_372326_length_2865_cov_224.2133	0.627	2311
k141_372398_length_11750_cov_20.7828	0.973	11747
k141_372493_length_3240_cov_18.0000	0.753	3195
k141_372549_length_1974_cov_153.0835	0.82	1568
k141_372897_length_1276_cov_28.0000	0.893	1273
k141_372988_length_2930_cov_15.0000	0.973	2929
k141_373288_length_1631_cov_10.0000	0.667	1547
k141_373297_length_1001_cov_5.0000	1	952
k141_373526_length_1761_cov_6.0000	0.873	1650
k141_374018_length_9600_cov_152.3681	0.967	9435
k141_374055_length_2377_cov_18.9674	0.833	2318
k141_374313_length_1551_cov_35.5780	0.927	1550
k141_374663_length_2512_cov_11.0000	0.753	2508
k141_37489_length_8875_cov_18.0829	0.713	8374
k141_374997_length_1042_cov_21.8557	0.927	550
k141_375215_length_1881_cov_11.0000	0.987	1879
k141_375407_length_1970_cov_54.6435	0.86	1905
k141_37554_length_2236_cov_11.0000	0.987	2234
k141_375593_length_2276_cov_72.9368	0.927	2203
k141_375699_length_1289_cov_7.0000	0.873	1037
k141_37582_length_1131_cov_23.0000	0.713	1070
k141_375990_length_5035_cov_28.8989	0.7	4938
k141_376156_length_1638_cov_7.0000	0.7	1622
k141_376759_length_5343_cov_161.5875	0.613	5343
k141_377149_length_5593_cov_78.0262	0.933	5363
k141_377287_length_74056_cov_13.0000	0.98	74055
k141_37733_length_1105_cov_6.0000	0.853	1105
k141_377632_length_1816_cov_25.0000	0.8	1815
k141_377758_length_1852_cov_12.0000	nan	1852
k141_378301_length_1615_cov_19.0814	0.907	1571
k141_378626_length_3014_cov_14.0000	0.913	3003
k141_378876_length_2089_cov_128.7341	1	2037
k141_378966_length_3296_cov_19.4700	0.62	3130
k141_379040_length_6396_cov_103.4176	0.92	6393
k141_37919_length_5266_cov_44.1335	0.593	5263
k141_379413_length_10032_cov_89.7531	0.52	10031
k141_379608_length_1060_cov_10.0000	0.993	951
k141_379796_length_2114_cov_38.0000	1	2114
k141_380091_length_2842_cov_123.0244	0.647	2350
k141_38019_length_2111_cov_4.0000	0.8	1878
k141_380233_length_1493_cov_7.0000	0.567	1489
k141_380299_length_2915_cov_18.0000	0.52	2711
k141_380318_length_1207_cov_27.0000	0.733	1096
k141_380730_length_8286_cov_23.1109	0.993	7731
k141_38105_length_3945_cov_11.0000	0.5	3944
k141_381143_length_14132_cov_42.0532	0.9	14040
k141_381300_length_3699_cov_18.0000	1	3697
k141_381911_length_1868_cov_12.2913	0.88	1867
k141_382002_length_2246_cov_107.9226	0.96	2246
k141_382107_length_1247_cov_78.0000	0.927	940
k141_382159_length_1258_cov_7.3814	0.993	978
k141_382333_length_1003_cov_11.0000	0.98	1002
k141_382786_length_4845_cov_11.0000	0.993	4843
k141_383095_length_13827_cov_51.1897	0.747	13367
k141_38336_length_1960_cov_49.6278	0.953	1572
k141_384198_length_4914_cov_23.0000	0.947	4913
k141_38449_length_1161_cov_16.0000	0.927	1044
k141_384671_length_2639_cov_13.0000	0.993	2264
k141_384737_length_1183_cov_27.0499	0.947	1180
k141_384901_length_2940_cov_451.6831	0.86	2341
k141_385142_length_1374_cov_8.0000	nan	1374
k141_385167_length_2992_cov_6.0000	0.987	2963
k141_385215_length_5488_cov_27.3817	0.88	5095
k141_38523_length_1223_cov_46.0000	nan	1223
k141_385507_length_4827_cov_15.0000	1	4825
k141_385524_length_5776_cov_2856.8172	0.9	5728
k141_38583_length_1882_cov_8.0000	0.993	1700
k141_386044_length_1146_cov_14.0000	0.993	841
k141_386047_length_1279_cov_17.0000	0.993	1278
k141_386105_length_1536_cov_15.0000	0.86	1533
k141_386289_length_3740_cov_19.0000	0.967	3738
k141_386710_length_1236_cov_13.0000	0.987	1219
k141_386742_length_3019_cov_31.0681	0.987	2969
k141_386891_length_1478_cov_11.0000	0.96	1474
k141_387219_length_3062_cov_42.0000	0.847	1842
k141_387237_length_10567_cov_16.0000	0.88	10446
k141_387386_length_4963_cov_109.7171	0.887	4962
k141_387447_length_2256_cov_9.0000	0.973	1895
k141_387622_length_2241_cov_8.0000	0.88	2239
k141_387768_length_1243_cov_39.4247	0.653	987
k141_387769_length_2438_cov_120.9247	0.793	2437
k141_387960_length_2236_cov_7.0000	0.993	2235
k141_388040_length_1321_cov_8.0000	0.873	1311
k141_388219_length_6337_cov_8.0000	0.527	6225
k141_388789_length_24672_cov_20.0005	1	24324
k141_389127_length_1589_cov_12.1298	0.62	1490
k141_389283_length_3204_cov_39.0000	0.847	3202
k141_389576_length_1019_cov_20.0000	nan	1019
k141_389611_length_2409_cov_36.0000	0.953	2264
k141_390009_length_1615_cov_25.8718	0.647	1499
k141_390287_length_1267_cov_55.0000	0.98	690
k141_390582_length_9047_cov_56.6053	0.68	8226
k141_390617_length_3546_cov_99.9736	0.84	3502
k141_390807_length_6196_cov_59.0000	0.533	6192
k141_391008_length_6140_cov_47.4764	0.993	6138
k141_391029_length_2170_cov_39.0000	0.933	1295
k141_391120_length_1434_cov_31.0000	1	1432
k141_391138_length_1210_cov_74.8260	0.76	1207
k141_391478_length_6536_cov_15.0000	0.967	6409
k141_391583_length_19105_cov_60.9917	1	19104
k141_391638_length_1904_cov_4.0000	0.88	1619
k141_391670_length_1036_cov_19.0000	0.9	985
k141_392266_length_61023_cov_87.0317	0.98	11335
k141_39288_length_2698_cov_18.0000	nan	2698
k141_392920_length_1828_cov_8.0000	0.953	1454
k141_39303_length_1190_cov_11.3527	nan	1190
k141_393049_length_1383_cov_13.0000	nan	1383
k141_393288_length_1432_cov_12.0000	0.933	1389
k141_393349_length_1038_cov_15.0000	nan	1038
k141_393554_length_2402_cov_11.0000	1	2208
k141_394172_length_1910_cov_10.0000	0.94	1909
k141_394712_length_1284_cov_296.2353	0.907	1283
k141_394807_length_1024_cov_18.0000	0.993	937
k141_395124_length_1221_cov_26.6972	0.973	1109
k141_395148_length_1502_cov_15.0000	0.533	1500
k141_395348_length_1381_cov_141.2565	0.927	942
k141_395511_length_1821_cov_38.0000	0.6	1817
k141_395564_length_5406_cov_51.3255	0.933	5405
k141_395929_length_2126_cov_37.8821	0.907	1961
k141_395970_length_3566_cov_35.0000	nan	3566
k141_395971_length_2434_cov_10.0000	0.953	1855
k141_396418_length_5087_cov_16.6312	0.873	4041
k141_396935_length_3086_cov_7.0000	1	3084
k141_396969_length_5263_cov_208.0020	0.9	5261
k141_396981_length_1412_cov_21.0000	0.98	1243
k141_3970_length_16591_cov_85.0391	0.973	16589
k141_397332_length_1706_cov_46.0000	0.987	1656
k141_397368_length_1725_cov_63.7386	0.713	1722
k141_397715_length_1029_cov_23.0000	0.98	1008
k141_397724_length_2684_cov_15.0000	0.987	2507
k141_397886_length_3307_cov_107.5809	0.967	3306
k141_397914_length_1261_cov_18.0000	0.947	1242
k141_398039_length_2659_cov_10.0000	0.993	2657
k141_398177_length_1039_cov_13.0000	0.973	1018
k141_398224_length_2657_cov_98.0890	0.62	2541
k141_398479_length_11089_cov_109.6756	0.567	11075
k141_398839_length_18271_cov_25.9682	1	18100
k141_399176_length_1724_cov_51.0000	0.98	1646
k141_399281_length_2999_cov_5.0000	0.96	2998
k141_399353_length_1947_cov_13.0000	0.98	1817
k141_399621_length_1801_cov_59.1410	1	1483
k141_399641_length_1036_cov_59.1911	0.907	1034
k141_399648_length_1669_cov_51.0347	0.9	1665
k141_39967_length_1288_cov_9.0000	0.967	1092
k141_399794_length_1177_cov_61.0000	0.96	793
k141_399833_length_1952_cov_13.0000	0.9	1950
k141_39999_length_2717_cov_11.0000	0.82	2714
k141_400069_length_1458_cov_25.0000	0.953	1455
k141_400211_length_3211_cov_9.0000	1	3209
k141_400405_length_1014_cov_10.0000	0.96	727
k141_400440_length_1245_cov_20.0000	0.727	1243
k141_400479_length_1022_cov_12.0000	0.867	740
k141_400513_length_2879_cov_28.9218	0.927	2524
k141_400548_length_2389_cov_18.8158	0.84	2387
k141_400603_length_4486_cov_8.0000	1	4486
k141_400740_length_1248_cov_14.0000	0.96	1189
k141_401148_length_1752_cov_11.0000	0.933	1748
k141_401306_length_3299_cov_15.0000	0.993	3297
