contig_id	length	score	pvalue
k141_362867_length_1034_cov_84.6137	1034	0.682673037	0.034594758
k141_362918_length_2010_cov_18.9807	2010	0.74590081	0.029420651
k141_362928_length_5128_cov_106.8851	5128	0.710069954	0.032290959
k141_362935_length_15125_cov_19.2466	15125	0.652939796	0.036823023
k141_362953_length_4210_cov_287.7606	4210	0.536895037	0.051042375
k141_363_length_3598_cov_23.0000	3598	0.521294177	0.054252587
k141_363089_length_2092_cov_177.6581	2092	0.737128675	0.030024926
k141_363129_length_1584_cov_18.0000	1584	0.553224862	0.047964348
k141_36316_length_3110_cov_88.8838	3110	0.998958945	0.003701186
k141_363166_length_1125_cov_9.0000	1125	0.688443482	0.034047133
k141_363167_length_18472_cov_29.3714	18472	0.955769539	0.0128975
k141_363217_length_7445_cov_71.0319	7445	0.733821988	0.030289297
k141_363425_length_1288_cov_19.0000	1288	0.918387055	0.016428733
k141_363431_length_3475_cov_72.0000	3475	0.580729663	0.04435758
k141_363443_length_6319_cov_98.7268	6319	0.685520172	0.034273737
k141_363493_length_6335_cov_31.0000	6335	0.505827606	0.058746884
k141_363507_length_1415_cov_25.0000	1415	0.856597543	0.021036332
k141_363515_length_1391_cov_9.0000	1391	0.72097975	0.031346778
k141_36354_length_2480_cov_103.8512	2480	0.867150724	0.020337639
k141_36356_length_1028_cov_7.0000	1028	0.820010126	0.023736687
k141_363592_length_1009_cov_25.9712	1009	0.817883968	0.023887756
k141_36362_length_2130_cov_9.2418	2130	0.693172216	0.033688345
k141_363650_length_1063_cov_13.0000	1063	0.648992896	0.037200695
k141_363697_length_1118_cov_44.0000	1118	0.992149472	0.006911398
k141_363699_length_2164_cov_24.0000	2164	0.716737509	0.031686683
k141_36374_length_4546_cov_352.9950	4546	0.661962748	0.03612433
k141_363752_length_1240_cov_10.7998	1240	0.607535601	0.041487272
k141_363786_length_3550_cov_23.5884	3550	0.52460587	0.053346174
k141_363851_length_1006_cov_23.0000	1006	0.996565461	0.005495128
k141_363872_length_2070_cov_17.0000	2070	0.937547326	0.014955812
k141_363873_length_5633_cov_108.0055	5633	0.510750055	0.05704736
k141_363889_length_4901_cov_139.0000	4901	0.932487249	0.015371252
k141_363892_length_2331_cov_16.3279	2331	0.909374654	0.017070776
k141_363901_length_5949_cov_27.2521	5949	0.985287011	0.008497621
k141_363970_length_1213_cov_25.3640	1213	0.657735705	0.036539769
k141_363993_length_1762_cov_23.0000	1762	0.706020296	0.032593096
k141_364027_length_3008_cov_274.1046	3008	0.822194815	0.023528967
k141_364065_length_1195_cov_22.0000	1195	0.521414161	0.05421482
k141_364077_length_1155_cov_19.0000	1155	0.999933124	0.001321852
k141_364095_length_1028_cov_227.0000	1028	0.999408007	0.003002493
k141_364171_length_1573_cov_23.7367	1573	0.504929543	0.059124556
k141_364227_length_1185_cov_6.0000	1185	0.567350447	0.04603822
k141_36424_length_2549_cov_36.4531	2549	0.979977608	0.009309616
k141_364285_length_2076_cov_19.0000	2076	0.505881906	0.058709117
k141_364299_length_6184_cov_109.2873	6184	0.95898807	0.012538711
k141_36434_length_1715_cov_99.6671	1715	0.946510434	0.014068283
k141_364344_length_5330_cov_35.6155	5330	0.998109341	0.004513181
k141_364368_length_1146_cov_29.0000	1146	0.634950995	0.038654732
k141_36438_length_2260_cov_7.0000	2260	0.563815713	0.046491427
k141_364508_length_1427_cov_26.0000	1427	0.756883442	0.028835259
k141_364578_length_1078_cov_19.8367	1078	0.527501464	0.052911851
k141_364588_length_1657_cov_30.5501	1657	0.698323965	0.033235139
k141_364594_length_3735_cov_7.0000	3735	0.896179616	0.018014956
k141_364611_length_2034_cov_21.7332	2034	0.699056983	0.033121837
k141_364620_length_1169_cov_20.0000	1169	0.992525816	0.006835864
k141_364682_length_1523_cov_50.0000	1523	0.982800663	0.00891306
k141_364726_length_1017_cov_34.0000	1017	0.84813714	0.021640607
k141_36474_length_13753_cov_301.3649	13753	0.705976188	0.032593096
k141_364760_length_1685_cov_74.7293	1685	0.670644462	0.035538938
k141_364770_length_1556_cov_50.0000	1556	0.902847648	0.017523982
k141_3648_length_5821_cov_86.7049	5821	0.520942807	0.054347005
k141_364801_length_9850_cov_52.5663	9850	0.532999396	0.051892137
k141_364814_length_4368_cov_28.0000	4368	0.506849229	0.058180376
k141_364911_length_1147_cov_8.0000	1147	0.880862236	0.019166856
k141_364943_length_5760_cov_112.7370	5760	0.80891335	0.024586449
k141_36495_length_48535_cov_43.1397	48535	0.918896079	0.016428733
k141_365039_length_1365_cov_84.0000	1365	0.561872721	0.046585845
k141_365090_length_2510_cov_23.9987	2510	0.672286212	0.035368986
k141_365094_length_7734_cov_24.1237	7734	0.984899998	0.008573155
k141_365108_length_1013_cov_10.0000	1013	0.602926791	0.04199713
k141_365111_length_1405_cov_9.0000	1405	0.998873591	0.003757837
k141_365152_length_1365_cov_6.0000	1365	0.845035076	0.021904978
k141_365167_length_9142_cov_29.0000	9142	0.910414636	0.017014125
k141_365313_length_3846_cov_33.0000	3846	0.697467208	0.033291789
k141_365324_length_1096_cov_15.0000	1096	0.765585184	0.028098799
k141_365349_length_1094_cov_18.0000	1094	0.915993214	0.016542035
k141_365387_length_2065_cov_157.0816	2065	0.828866959	0.023075761
k141_365395_length_1886_cov_526.0000	1886	0.57124567	0.045471712
k141_365442_length_1310_cov_173.5244	1310	0.970274448	0.010763653
k141_365515_length_1095_cov_21.0000	1095	0.999981523	0.000830878
k141_365549_length_7879_cov_9.0000	7879	0.965044022	0.011613415
k141_365564_length_1842_cov_87.7584	1842	0.993068099	0.006741446
k141_365593_length_5407_cov_664.1261	5407	0.932868242	0.015352368
k141_365625_length_8087_cov_31.8263	8087	0.940491378	0.014804744
k141_365663_length_5658_cov_87.9487	5658	0.581108749	0.04435758
k141_365765_length_3649_cov_12.0000	3649	0.742271423	0.029760556
k141_365771_length_1917_cov_57.0000	1917	0.937258601	0.014974696
k141_365817_length_1534_cov_4.0000	1534	0.822663367	0.023510084
k141_365836_length_1664_cov_26.0000	1664	0.809295714	0.024510915
k141_365881_length_1888_cov_10.0000	1888	0.531820893	0.052099856
k141_365902_length_1456_cov_14.0000	1456	0.713372886	0.031951054
k141_365914_length_1427_cov_271.0000	1427	0.865975678	0.020375406
k141_365927_length_1043_cov_402.0000	1043	0.628587425	0.039315658
k141_36593_length_7053_cov_19.0000	7053	0.53698808	0.051042375
k141_365997_length_24674_cov_238.0097	24674	0.998681247	0.004022207
k141_366047_length_2931_cov_22.0000	2931	0.780551434	0.026795831
k141_366076_length_3188_cov_31.0000	3188	0.767071605	0.028042148
k141_366085_length_1050_cov_25.0000	1050	0.806462049	0.024718634
k141_366136_length_2214_cov_111.0777	2214	0.61678791	0.040392024
k141_366141_length_4354_cov_121.6981	4354	0.6981318	0.033254022
k141_366165_length_1123_cov_8.0000	1123	0.993026972	0.006741446
k141_36620_length_2250_cov_17.0019	2250	0.674568295	0.035142382
k141_366225_length_10212_cov_24.2891	10212	0.719768643	0.031403429
k141_36626_length_1157_cov_109.2431	1157	0.86021924	0.020847496
k141_366305_length_1027_cov_9.0000	1027	0.646482468	0.037427298
k141_366312_length_1630_cov_18.0000	1630	0.715973377	0.031762218
k141_36634_length_4576_cov_128.7914	4576	0.950662136	0.013539542
k141_366351_length_7134_cov_22.7735	7134	0.973185658	0.010178261
k141_366397_length_31986_cov_149.0047	31986	0.99230206	0.006854747
k141_366418_length_1231_cov_5.0000	1231	0.77484417	0.027362339
k141_366430_length_1618_cov_257.0000	1618	0.779337406	0.026909132
k141_366449_length_3602_cov_298.9639	3602	0.713920712	0.031951054
k141_366450_length_3205_cov_19.9530	3205	0.64922452	0.037162928
k141_36648_length_1823_cov_41.0000	1823	0.988895833	0.007647859
k141_366490_length_3746_cov_29.0000	3746	0.999750018	0.002228265
k141_366523_length_1487_cov_16.0000	1487	0.541724443	0.050135962
k141_366609_length_1013_cov_4.2706	1013	0.999990821	0.000623159
k141_366624_length_2243_cov_43.8682	2243	0.859609842	0.020847496
k141_366645_length_2373_cov_42.0000	2373	0.774436593	0.027400106
k141_366679_length_2367_cov_181.8414	2367	0.528896451	0.052647481
k141_366707_length_5152_cov_128.9796	5152	0.77916801	0.026928016
k141_366719_length_1321_cov_490.4153	1321	0.607631922	0.041468389
k141_366740_length_1077_cov_3.7468	1077	0.54534471	0.049701639
k141_366745_length_2468_cov_16.0000	2468	0.629224122	0.039277891
k141_366755_length_4955_cov_101.5742	4955	0.871168494	0.020054385
k141_366767_length_1366_cov_25.0000	1366	0.951520324	0.013445124
k141_366824_length_3060_cov_40.0000	3060	0.53453505	0.051495581
k141_366846_length_2068_cov_13.8786	2068	0.803846836	0.024888587
k141_366860_length_1530_cov_15.0000	1530	0.602795601	0.04199713
k141_366888_length_1482_cov_19.0037	1482	0.716572464	0.031686683
k141_366889_length_2702_cov_22.0000	2702	0.99995476	0.001095249
k141_366904_length_2148_cov_31.0000	2148	0.972016573	0.010499282
k141_366905_length_1257_cov_15.0000	1257	0.978812516	0.009441801
k141_366921_length_1527_cov_19.0000	1527	0.999998033	0.000453206
k141_367000_length_1143_cov_36.0000	1143	0.707326055	0.032555329
k141_367020_length_1124_cov_15.0000	1124	0.989037991	0.007591208
k141_36704_length_4648_cov_104.4324	4648	0.859923601	0.020847496
k141_367054_length_1142_cov_16.0000	1142	0.609756649	0.041222902
k141_36707_length_10724_cov_32.1529	10724	0.959347844	0.012482061
k141_367175_length_1663_cov_40.0000	1663	0.727974415	0.030818038
k141_367242_length_43418_cov_132.0031	43418	0.883969545	0.018940252
k141_367263_length_1933_cov_18.0000	1933	0.505184293	0.059011255
k141_367303_length_10053_cov_20.0000	10053	0.540166974	0.05049475
k141_367310_length_1120_cov_16.0000	1120	0.890554667	0.018449279
k141_367315_length_1922_cov_15.0000	1922	0.562391043	0.046566961
k141_36737_length_1789_cov_15.0000	1789	0.600041211	0.042318151
k141_367385_length_1089_cov_9.0000	1089	0.86387527	0.020583126
k141_367392_length_2690_cov_15.0000	2690	0.511622548	0.056745222
k141_367403_length_1530_cov_16.0000	1530	0.765702248	0.028098799
k141_367406_length_3702_cov_113.8955	3702	0.856515527	0.021036332
k141_36741_length_2409_cov_216.5904	2409	0.5194332	0.054630259
k141_367430_length_1672_cov_16.0000	1672	0.729358196	0.030648085
k141_367448_length_2976_cov_118.5735	2976	0.98607862	0.008327668
k141_367504_length_6082_cov_127.0428	6082	0.584880233	0.043961024
k141_36753_length_5229_cov_92.4827	5229	0.984090924	0.008686457
k141_367542_length_2948_cov_27.9291	2948	0.700312138	0.032933001
k141_367565_length_2662_cov_22.0000	2662	0.576607347	0.04482967
k141_367591_length_1237_cov_36.1943	1237	0.749760449	0.029231815
k141_367708_length_1234_cov_18.0000	1234	0.839812279	0.022244883
k141_36779_length_1655_cov_7.0000	1655	0.73644805	0.03004381
k141_367837_length_43172_cov_173.8419	43172	0.999956727	0.001076365
k141_367847_length_1563_cov_19.0000	1563	0.545158386	0.049720523
k141_3679_length_7088_cov_34.8500	7088	0.903511167	0.017467331
k141_368053_length_1079_cov_20.0000	1079	0.591199815	0.043470051
k141_368060_length_2762_cov_27.0000	2762	0.509003758	0.057500567
k141_368124_length_2014_cov_16.6316	2014	0.580592155	0.044395347
k141_368127_length_3650_cov_14.0000	3650	0.614992976	0.040524209
k141_368154_length_1204_cov_10.9793	1204	0.538145423	0.050796888
k141_368173_length_1014_cov_15.0000	1014	0.648587108	0.037238462
k141_36819_length_2732_cov_30.3273	2732	0.992789268	0.006779213
k141_368201_length_4909_cov_70.8079	4909	0.61460346	0.040561976
k141_368236_length_1188_cov_36.0000	1188	0.72645545	0.030931339
k141_368385_length_50634_cov_245.0049	50634	0.905083656	0.017335146
k141_368424_length_2062_cov_6.6439	2062	0.917375565	0.0164665
k141_36845_length_1062_cov_406.0011	1062	0.707083344	0.032555329
k141_36849_length_1227_cov_809.7357	1227	0.983382344	0.008799758
k141_368495_length_2191_cov_104.8878	2191	0.989669025	0.00749679
k141_368524_length_1047_cov_35.8245	1047	0.99779439	0.004777551
k141_36856_length_1399_cov_6.0000	1399	0.684215486	0.034424805
k141_368576_length_1204_cov_14.2803	1204	0.999367833	0.00304026
k141_368627_length_1633_cov_7.0000	1633	0.91962707	0.016372082
k141_368744_length_1653_cov_19.0000	1653	0.536061645	0.051117909
k141_368817_length_1036_cov_5.0000	1036	0.601055384	0.042242617
k141_368819_length_1572_cov_73.0000	1572	0.99999547	0.000547624
k141_368833_length_1665_cov_80.0000	1665	0.600140929	0.042299267
k141_368850_length_5165_cov_30.7140	5165	0.897717237	0.017807236
k141_368852_length_1908_cov_10.0000	1908	0.714503407	0.031875519
k141_368875_length_9561_cov_38.0040	9561	0.82393229	0.023396782
k141_36891_length_8956_cov_136.6551	8956	0.830076456	0.022962459
k141_369000_length_1837_cov_14.0000	1837	0.770774186	0.027777778
k141_369018_length_4043_cov_21.0000	4043	0.804094374	0.024888587
k141_369093_length_3136_cov_53.7509	3136	0.871060491	0.020054385
k141_369103_length_1411_cov_252.1984	1411	0.538607359	0.050683586
k141_369143_length_3041_cov_90.2386	3041	0.992747545	0.006779213
k141_369162_length_1128_cov_31.0000	1128	0.720436692	0.031384546
k141_369192_length_1763_cov_38.5635	1763	0.623942971	0.039712214
k141_369218_length_1912_cov_88.2208	1912	0.673026264	0.035312335
k141_369223_length_1138_cov_13.0000	1138	0.642235398	0.037786087
k141_369242_length_1197_cov_21.0000	1197	0.537242532	0.050985724
k141_369275_length_2263_cov_33.0000	2263	0.597177505	0.04273359
k141_369289_length_1465_cov_7.0000	1465	0.947268069	0.014030516
k141_369400_length_2138_cov_87.8848	2138	0.522658825	0.05374273
k141_36943_length_2657_cov_62.9571	2657	0.806989789	0.024718634
k141_369433_length_10032_cov_30.5775	10032	0.664942086	0.035935494
k141_369453_length_1389_cov_378.9904	1389	0.549905777	0.048776343
k141_369464_length_1669_cov_21.0000	1669	0.574069023	0.045150691
k141_369497_length_1238_cov_11.0000	1238	0.831608772	0.022886925
k141_369630_length_6491_cov_29.8197	6491	0.980876863	0.00917743
k141_369718_length_6877_cov_385.0572	6877	0.596404612	0.042790241
k141_369739_length_1332_cov_3478.9186	1332	0.850563467	0.021489538
k141_369763_length_1269_cov_16.0142	1269	0.999986708	0.000774228
k141_369775_length_1034_cov_24.0269	1034	0.871157169	0.020054385
k141_369817_length_1775_cov_9.0000	1775	0.59431088	0.043073495
k141_369931_length_2994_cov_242.0848	2994	0.703032494	0.032725281
k141_369967_length_8930_cov_122.4904	8930	0.801588476	0.025096306
k141_370043_length_6737_cov_23.6828	6737	0.945485711	0.014143818
k141_370114_length_2800_cov_19.0071	2800	0.914289594	0.01667422
k141_370128_length_1119_cov_9.0092	1119	0.61588645	0.040429791
k141_37015_length_1466_cov_18.0000	1466	0.997299671	0.005079689
k141_370172_length_77210_cov_75.3096	77210	0.692193568	0.033782763
k141_370241_length_2793_cov_61.6587	2793	0.540269494	0.0504381
k141_370242_length_2140_cov_37.0185	2140	0.88222301	0.019091321
k141_370244_length_5086_cov_19.2332	5086	0.629101276	0.039277891
k141_370245_length_1221_cov_21.0000	1221	0.999361873	0.00304026
k141_37026_length_1023_cov_12.0000	1023	0.999960065	0.001057482
k141_370260_length_1141_cov_171.7480	1141	0.999329567	0.003059143
k141_370386_length_11923_cov_26.1414	11923	0.948187947	0.013860563
k141_370397_length_4129_cov_102.0584	4129	0.867390513	0.020318755
k141_370407_length_1068_cov_18.0000	1068	0.944655657	0.014219352
k141_370448_length_1071_cov_24.0000	1071	0.767720222	0.027966614
k141_370458_length_1319_cov_2547.1604	1319	0.55546689	0.047605559
k141_370459_length_1292_cov_16.0000	1292	0.582624435	0.044282045
k141_37055_length_4791_cov_28.0000	4791	0.83441937	0.022603671
k141_370555_length_7481_cov_18.0025	7481	0.731578648	0.030421482
k141_370602_length_4885_cov_31.7388	4885	0.896481633	0.017996072
k141_370630_length_1679_cov_7.0000	1679	0.711015105	0.032234308
k141_370661_length_1356_cov_3263.6840	1356	0.828561544	0.023113528
k141_370674_length_1321_cov_3489.9551	1321	0.604797959	0.041713876
k141_370700_length_3239_cov_109.3706	3239	0.69326055	0.033669461
k141_370794_length_8819_cov_26.0030	8819	0.634150028	0.03874915
k141_370807_length_4435_cov_64.0703	4435	0.986886263	0.008119949
k141_370890_length_1220_cov_25.0000	1220	0.527752936	0.052874084
k141_370912_length_3795_cov_21.0057	3795	0.984474897	0.008592039
k141_370930_length_1463_cov_7.0000	1463	0.547268987	0.049229549
k141_370931_length_2011_cov_12.0000	2011	0.891474485	0.018354861
k141_370950_length_3229_cov_77.0249	3229	0.739622235	0.029911625
k141_370997_length_1412_cov_7.0000	1412	0.937818229	0.014955812
k141_3710_length_4689_cov_94.2718	4689	0.650379777	0.037087393
k141_371041_length_3884_cov_94.9487	3884	0.909186184	0.017070776
k141_371149_length_1502_cov_73.0536	1502	0.553038716	0.047983231
k141_371213_length_1045_cov_14.0000	1045	0.605041564	0.041713876
k141_371225_length_2555_cov_18.0075	2555	0.56307143	0.04651031
k141_371242_length_1303_cov_13.0000	1303	0.507806003	0.057953773
k141_371254_length_1207_cov_12.0000	1207	0.997882962	0.004702017
k141_371260_length_1729_cov_120.5775	1729	0.513581693	0.056122064
k141_371279_length_1459_cov_78.0592	1459	0.537895024	0.050834655
k141_371304_length_1504_cov_19.0000	1504	0.600313425	0.042280384
k141_37137_length_1254_cov_18.0000	1254	0.585812807	0.043904373
k141_371371_length_1849_cov_94.0550	1849	0.900809348	0.017656167
k141_371469_length_1189_cov_131.0000	1189	0.587585926	0.043715537
k141_371507_length_1150_cov_17.0000	1150	0.538353443	0.050740237
k141_371526_length_7388_cov_78.9753	7388	0.708768785	0.032460911
k141_371562_length_1321_cov_1790.5161	1321	0.570126355	0.045641665
k141_371581_length_1795_cov_16.0097	1795	0.991202354	0.007194652
k141_371629_length_1079_cov_5.0000	1079	0.557696939	0.047265655
k141_371654_length_1306_cov_251.7511	1306	0.940023124	0.014804744
k141_37167_length_11451_cov_22.0000	11451	0.570384026	0.045641665
k141_371700_length_1339_cov_1098.9165	1339	0.632651925	0.038862452
k141_371715_length_1495_cov_12.0089	1495	0.986654282	0.008214367
k141_371742_length_1320_cov_2000.6955	1320	0.991215348	0.007194652
k141_371802_length_1372_cov_10.0000	1372	0.727275252	0.030836921
k141_371807_length_1350_cov_946.7825	1350	0.544924617	0.049739406
k141_371924_length_1019_cov_7.0000	1019	0.539545119	0.050551401
k141_371929_length_2162_cov_16.9134	2162	0.680731058	0.034745827
k141_371941_length_1579_cov_17.0000	1579	0.774828792	0.027381222
k141_371963_length_1191_cov_29.0000	1191	0.578009069	0.044678601
k141_371964_length_1569_cov_35.1429	1569	0.662809014	0.03612433
k141_3720_length_1364_cov_84.8471	1364	0.522440791	0.053837148
k141_372000_length_1310_cov_496.1711	1310	0.564019799	0.04645366
k141_37202_length_1440_cov_9.0000	1440	0.983020127	0.008875293
k141_372077_length_1218_cov_32.3092	1218	0.53043896	0.052383111
k141_372080_length_1190_cov_5.0000	1190	0.658018768	0.036520885
k141_372115_length_1276_cov_9.0000	1276	0.559304237	0.046963517
k141_372122_length_1341_cov_1465.2200	1341	0.68725729	0.034198202
k141_372149_length_1758_cov_20.0000	1758	0.513093233	0.056292016
k141_372171_length_2069_cov_8.0000	2069	0.795402288	0.025700582
k141_372225_length_2295_cov_12.0000	2295	0.801768482	0.025077423
k141_372236_length_1460_cov_108.2654	1460	0.792485833	0.025983836
k141_372257_length_1204_cov_16.0000	1204	0.632849157	0.038862452
k141_372281_length_1022_cov_52.0590	1022	0.986650705	0.008214367
k141_372297_length_1338_cov_2608.1771	1338	0.894822478	0.018071607
k141_37232_length_2179_cov_45.9392	2179	0.608287096	0.041392854
k141_372320_length_2769_cov_142.8040	2769	0.905571222	0.017297379
k141_372326_length_2865_cov_224.2133	2865	0.817420661	0.023925523
k141_372327_length_1487_cov_9.0000	1487	0.588540494	0.043621119
k141_372347_length_3243_cov_11.9184	3243	0.995162487	0.006023869
k141_372357_length_4141_cov_68.7987	4141	0.527002513	0.053006269
k141_37240_length_1138_cov_91.0000	1138	0.997991204	0.004645366
k141_372405_length_3193_cov_102.8240	3193	0.592184246	0.0434134
k141_372439_length_2853_cov_16.0000	2853	0.6714046	0.035463404
k141_372450_length_2715_cov_19.0000	2715	0.538294435	0.050759121
k141_37252_length_2475_cov_173.1628	2475	0.995955408	0.005816149
k141_372549_length_1974_cov_153.0835	1974	0.528315365	0.05279855
k141_372586_length_1425_cov_149.1160	1425	0.99965167	0.002454868
k141_37259_length_1151_cov_6.0000	1151	0.989554763	0.007515673
k141_372615_length_1148_cov_8.0079	1148	0.623755455	0.039731098
k141_372807_length_1170_cov_35.0000	1170	0.57621628	0.044867437
k141_372860_length_2408_cov_24.8738	2408	0.665468693	0.035897726
k141_372896_length_1070_cov_5.0000	1070	0.523107111	0.053686079
k141_37293_length_2493_cov_97.6854	2493	0.85516274	0.021149634
k141_372988_length_2930_cov_15.0000	2930	0.998408854	0.004267694
k141_373009_length_7220_cov_64.7498	7220	0.587564826	0.043715537
k141_373029_length_3843_cov_26.0070	3843	0.987220287	0.008006647
k141_373037_length_2390_cov_85.9987	2390	0.741079867	0.029892741
k141_373050_length_1383_cov_547.4404	1383	0.979076326	0.009422917
k141_373056_length_3071_cov_54.0000	3071	0.588741302	0.043564469
k141_373074_length_1289_cov_51.0000	1289	0.985841691	0.008384319
k141_373096_length_1385_cov_444.3569	1385	0.923669338	0.016013294
k141_373110_length_1332_cov_1270.0655	1332	0.900379419	0.017675051
k141_373125_length_1315_cov_24.7181	1315	0.713373303	0.031951054
k141_373135_length_1112_cov_39.0402	1112	0.91782248	0.016428733
k141_373223_length_2536_cov_80.2564	2536	0.991354585	0.007138001
k141_373257_length_1319_cov_1199.0170	1319	0.697029054	0.03334844
k141_373288_length_1631_cov_10.0000	1631	0.528540015	0.052723015
k141_373289_length_2700_cov_86.0336	2700	0.999109745	0.003399048
k141_373297_length_1001_cov_5.0000	1001	0.991491616	0.007100234
k141_373300_length_1446_cov_15.0000	1446	0.769691169	0.027853312
k141_373305_length_1057_cov_11.0000	1057	0.610452831	0.041166251
k141_373306_length_1386_cov_376.3020	1386	0.995781541	0.005835033
k141_373357_length_1465_cov_326.2462	1465	0.508639276	0.057594985
k141_373400_length_4106_cov_10.0000	4106	0.888616621	0.018600347
k141_373418_length_1435_cov_98.0757	1435	0.987042367	0.008044414
k141_373450_length_1428_cov_179.1391	1428	0.999906838	0.001567339
k141_373467_length_2142_cov_15.0000	2142	0.999985695	0.000793111
k141_373472_length_1326_cov_2567.1646	1326	0.514150023	0.056046529
k141_373490_length_1331_cov_14.0000	1331	0.742470026	0.029760556
k141_373519_length_1084_cov_34.0000	1084	0.537045836	0.051023491
k141_373526_length_1761_cov_6.0000	1761	0.828779817	0.023094645
k141_373538_length_1033_cov_26.0000	1033	0.907207012	0.017202961
k141_373639_length_1069_cov_7.0000	1069	0.606101573	0.041638341
k141_373646_length_1111_cov_17.0000	1111	0.999147296	0.003342397
k141_373704_length_1153_cov_8.0000	1153	0.776759505	0.027173503
k141_373706_length_2535_cov_13.0000	2535	0.743447542	0.029628371
k141_373710_length_20349_cov_29.0000	20349	0.662447333	0.03612433
k141_373748_length_1540_cov_19.0000	1540	0.85194838	0.021376237
k141_373771_length_1221_cov_51.0472	1221	0.932282209	0.015371252
k141_373810_length_3566_cov_24.2143	3566	1	0
k141_373811_length_1410_cov_77.0607	1410	0.646334946	0.037446182
k141_373917_length_1012_cov_80.6464	1012	0.935530066	0.015125765
k141_373928_length_1367_cov_3144.5604	1367	0.723874509	0.031120175
k141_373940_length_2748_cov_23.0000	2748	0.507914722	0.057953773
k141_373996_length_1319_cov_1688.4321	1319	0.864107728	0.020564242
k141_374000_length_1289_cov_22.3449	1289	0.594422221	0.043073495
k141_374010_length_1438_cov_116.8273	1438	0.648802698	0.037200695
k141_374018_length_9600_cov_152.3681	9600	0.549348772	0.048889644
k141_374059_length_2097_cov_88.0450	2097	0.995110869	0.006023869
k141_374078_length_1424_cov_249.1941	1424	0.854832768	0.021168517
k141_374098_length_1447_cov_21.0161	1447	0.994853735	0.006118287
k141_374112_length_1320_cov_2089.7710	1320	0.66005826	0.036332049
k141_374137_length_1339_cov_2515.0977	1339	0.718292594	0.031535614
k141_374170_length_1391_cov_266.2128	1391	0.864269078	0.020564242
k141_374193_length_1308_cov_1768.5141	1308	0.880348682	0.019204623
k141_37421_length_2255_cov_27.0000	2255	0.998336017	0.004399879
k141_374211_length_2522_cov_136.0000	2522	0.506412506	0.058444747
k141_374242_length_1319_cov_1818.5424	1319	0.811294317	0.024303195
k141_374263_length_1394_cov_78.0623	1394	0.538825691	0.050608052
k141_37427_length_3088_cov_101.0380	3088	0.55204308	0.048247602
k141_374290_length_1394_cov_154.1229	1394	0.581205487	0.04435758
k141_374292_length_1689_cov_168.0368	1689	0.98890698	0.007647859
k141_374300_length_1155_cov_36.0000	1155	0.507152259	0.058180376
k141_374322_length_1466_cov_10.0000	1466	0.70871222	0.032460911
k141_374325_length_1092_cov_24.0000	1092	0.867187381	0.020337639
k141_3744_length_9091_cov_50.2480	9091	0.99730444	0.005079689
k141_374443_length_1445_cov_173.1327	1445	0.533917904	0.051571116
k141_374463_length_1010_cov_36.7330	1010	0.87332499	0.019865549
k141_374510_length_1336_cov_581.4862	1336	0.699765444	0.033046303
k141_374514_length_5782_cov_27.1673	5782	0.577129841	0.044810786
k141_374544_length_9374_cov_27.0915	9374	0.971206069	0.010612584
k141_374548_length_30956_cov_38.2869	30956	0.79512763	0.025700582
k141_374675_length_1386_cov_274.2201	1386	0.889308751	0.018543697
k141_374715_length_1321_cov_2255.9102	1321	0.946298242	0.014087167
k141_374764_length_1371_cov_980.7967	1371	0.999431491	0.002964725
k141_374846_length_1455_cov_210.1598	1455	0.919157326	0.01640985
k141_374874_length_6824_cov_26.1580	6824	0.510257483	0.057122894
k141_374878_length_1246_cov_5.0000	1246	0.935531497	0.015125765
k141_37488_length_1489_cov_28.0000	1489	0.902626276	0.017523982
k141_374885_length_1319_cov_2720.3073	1319	0.929285288	0.015616738
k141_37489_length_8875_cov_18.0829	8875	0.984903455	0.008573155
k141_374892_length_1547_cov_29.0000	1547	0.506408036	0.058444747
k141_374897_length_1323_cov_929.7860	1323	0.987670898	0.007874462
k141_374911_length_1319_cov_1912.6222	1319	0.963638842	0.011802251
k141_374957_length_1328_cov_2484.0910	1328	0.684243202	0.034424805
k141_374961_length_1765_cov_12.0000	1765	0.626431942	0.039542262
k141_37502_length_2903_cov_108.0000	2903	0.556458414	0.047511141
k141_375038_length_1051_cov_6.0066	1051	0.975109041	0.009895007
k141_375077_length_1339_cov_10.0000	1339	0.999902189	0.001586223
k141_375085_length_1884_cov_20.6598	1884	0.608972311	0.041298436
k141_375111_length_1901_cov_21.0000	1901	0.59217298	0.0434134
k141_375155_length_1353_cov_650.5363	1353	0.999403	0.003002493
k141_375222_length_1320_cov_998.8465	1320	0.574524343	0.04509404
k141_375270_length_2125_cov_22.0000	2125	0.891605616	0.018354861
k141_375272_length_1445_cov_104.0798	1445	0.989842772	0.007459023
k141_375279_length_5487_cov_113.5277	5487	0.523004115	0.053686079
k141_375344_length_1363_cov_885.9681	1363	0.993591428	0.006609261
k141_375346_length_1312_cov_7.0000	1312	0.998665571	0.004059974
k141_375398_length_1420_cov_182.4316	1420	0.786764026	0.026380391
k141_375424_length_1514_cov_15.6504	1514	0.506404817	0.058444747
k141_375468_length_1364_cov_537.1938	1364	0.958831728	0.012557595
k141_375492_length_3036_cov_14.0000	3036	0.670084238	0.035595589
k141_375527_length_1425_cov_262.2040	1425	0.999994159	0.000566508
k141_37554_length_2236_cov_11.0000	2236	0.999999821	0.00026437
